epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
3,,3459,,,0.008495418354868889,1.412829875946045,0.011698993854224682,1.6483155488967896,0.00562648382037878
3,,3459,0.00882017519325018,,,,,,
,4.073802778041128e-05,3460,,,,,,,
4,,3499,,0.008858953602612019,,,,,
4,,3549,,0.00825636275112629,,,,,
4,,3599,,0.009141041897237301,,,,,
4,,3649,,0.008468138054013252,,,,,
4,,3699,,0.01013838779181242,,,,,
4,,3749,,0.0088097108528018,,,,,
4,,3799,,0.009536693803966045,,,,,
4,,3849,,0.007744506932795048,,,,,
4,,3899,,0.009150577709078789,,,,,
4,,3949,,0.008642716333270073,,,,,
4,,3999,,0.008361166343092918,,,,,
4,,4049,,0.008345067501068115,,,,,
4,,4099,,0.008831392973661423,,,,,
4,,4149,,0.008907413110136986,,,,,
4,,4199,,0.008358503691852093,,,,,
4,,4249,,0.009441631846129894,,,,,
4,,4299,,0.008822029456496239,,,,,
4,,4324,,,0.008438443765044212,1.3725738525390625,0.011687190271914005,1.6374492645263672,0.00556254992261529
4,,4324,0.008796017616987228,,,,,,
,4.073802778041128e-05,4325,,,,,,,
5,,4349,,0.008116262964904308,,,,,
5,,4399,,0.008545475080609322,,,,,
5,,4449,,0.009168647229671478,,,,,
5,,4499,,0.009086384437978268,,,,,
5,,4549,,0.009035048075020313,,,,,
5,,4599,,0.0090183075517416,,,,,
5,,4649,,0.009280684404075146,,,,,
5,,4699,,0.009533928707242012,,,,,
5,,4749,,0.00862051174044609,,,,,
5,,4799,,0.008880172856152058,,,,,
5,,4849,,0.00817788951098919,,,,,
5,,4899,,0.008822289295494556,,,,,
5,,4949,,0.008081648498773575,,,,,
5,,4999,,0.008377602323889732,,,,,
5,,5049,,0.00950365699827671,,,,,
5,,5099,,0.008420372381806374,,,,,
5,,5149,,0.00841336976736784,,,,,
5,,5189,,,0.00851201917976141,1.4720171689987183,0.011745806783437729,1.607197642326355,0.005569241009652615
5,,5189,0.008775539696216583,,,,,,
,4.073802778041128e-05,5190,,,,,,,
6,,5199,,0.008961038663983345,,,,,
6,,5249,,0.009792543947696686,,,,,
6,,5299,,0.007992121390998363,,,,,
6,,5349,,0.008548247627913952,,,,,
6,,5399,,0.008487395942211151,,,,,
6,,5449,,0.008382107131183147,,,,,
6,,5499,,0.00898154266178608,,,,,
6,,5549,,0.00821765698492527,,,,,
6,,5599,,0.008699391968548298,,,,,
6,,5649,,0.009469812735915184,,,,,
6,,5699,,0.008248915895819664,,,,,
6,,5749,,0.009254010394215584,,,,,
6,,5799,,0.008608551695942879,,,,,
6,,5849,,0.008722182363271713,,,,,
6,,5899,,0.008439600467681885,,,,,
6,,5949,,0.00919463112950325,,,,,
6,,5999,,0.008730446919798851,,,,,
6,,6049,,0.008753171190619469,,,,,
6,,6054,,,0.008523264899849892,1.4670932292938232,0.011798209510743618,1.5923271179199219,0.005569608882069588
6,,6054,0.008754299953579903,,,,,,
,4.073802778041128e-05,6055,,,,,,,
7,,6099,,0.008033061400055885,,,,,
7,,6149,,0.008448869921267033,,,,,
7,,6199,,0.009136587381362915,,,,,
7,,6249,,0.008334172889590263,,,,,
7,,6299,,0.008435547351837158,,,,,
7,,6349,,0.008797640912234783,,,,,
7,,6399,,0.008438783697783947,,,,,
7,,6449,,0.008525779470801353,,,,,
7,,6499,,0.009411076083779335,,,,,
7,,6549,,0.008330907672643661,,,,,
7,,6599,,0.009117907844483852,,,,,
7,,6649,,0.008655468001961708,,,,,
7,,6699,,0.008409539237618446,,,,,
7,,6749,,0.008140761405229568,,,,,
7,,6799,,0.009054307825863361,,,,,
7,,6849,,0.010156877338886261,,,,,
7,,6899,,0.009194202721118927,,,,,
7,,6919,,,0.008524938486516476,1.4987107515335083,0.011832686141133308,1.5770392417907715,0.0055732945911586285
7,,6919,0.008729984052479267,,,,,,
,4.073802778041128e-05,6920,,,,,,,
8,,6949,,0.009272122755646706,,,,,
8,,6999,,0.009965745732188225,,,,,
8,,7049,,0.00824110209941864,,,,,
8,,7099,,0.008402158506214619,,,,,
8,,7149,,0.01018519140779972,,,,,
8,,7199,,0.008749726228415966,,,,,
8,,7249,,0.008014933206140995,,,,,
8,,7299,,0.008492100052535534,,,,,
8,,7349,,0.008617677725851536,,,,,
8,,7399,,0.008611922152340412,,,,,
8,,7449,,0.008510268293321133,,,,,
8,,7499,,0.008488614112138748,,,,,
8,,7549,,0.008124451152980328,,,,,
8,,7599,,0.009190638549625874,,,,,
8,,7649,,0.00897448230534792,,,,,
8,,7699,,0.00898139737546444,,,,,
8,,7749,,0.008521771058440208,,,,,
8,,7784,,,0.008549864403903484,1.5535268783569336,0.011884260922670364,1.5605705976486206,0.005642749834805727
8,,7784,0.008712240494787693,,,,,,
,4.073802778041128e-05,7785,,,,,,,
9,,7799,,0.008833791129291058,,,,,
9,,7849,,0.008713691495358944,,,,,
9,,7899,,0.009682702831923962,,,,,
9,,7949,,0.008280033245682716,,,,,
9,,7999,,0.008467297069728374,,,,,
9,,8049,,0.008743375539779663,,,,,
9,,8099,,0.009124228730797768,,,,,
9,,8149,,0.008441074751317501,,,,,
9,,8199,,0.008191714063286781,,,,,
9,,8249,,0.009094219654798508,,,,,
9,,8299,,0.009903903119266033,,,,,
9,,8349,,0.008275020867586136,,,,,
9,,8399,,0.008525778539478779,,,,,
9,,8449,,0.00890491995960474,,,,,
9,,8499,,0.008753350004553795,,,,,
9,,8549,,0.008339605294167995,,,,,
9,,8599,,0.008572874590754509,,,,,
9,,8649,,0.008991400711238384,,,,,
9,,8649,,,0.008640318177640438,1.5974961519241333,0.011960229836404324,1.5641777515411377,0.00568611454218626
9,,8649,0.008695732802152634,,,,,,
,2.036901389020564e-05,8650,,,,,,,
10,,8699,,0.007970832288265228,,,,,
10,,8749,,0.008451944217085838,,,,,
10,,8799,,0.008890660479664803,,,,,
10,,8849,,0.010058212094008923,,,,,
10,,8899,,0.008819005452096462,,,,,
10,,8949,,0.008086961694061756,,,,,
10,,8999,,0.008792470209300518,,,,,
10,,9049,,0.009164249524474144,,,,,
10,,9099,,0.009086070582270622,,,,,
10,,9149,,0.009383419528603554,,,,,
10,,9199,,0.008230363018810749,,,,,
10,,9249,,0.008882997557520866,,,,,
10,,9299,,0.008155584335327148,,,,,
10,,9349,,0.008886914700269699,,,,,
10,,9399,,0.008545410819351673,,,,,
10,,9449,,0.008429128676652908,,,,,
10,,9499,,0.008829653263092041,,,,,
10,,9514,,,0.0087301479652524,1.6440153121948242,0.012059115804731846,1.5715268850326538,0.0057251653634011745
10,,9514,0.008682096377015114,,,,,,
,2.036901389020564e-05,9515,,,,,,,
11,,9549,,0.009483162313699722,,,,,
11,,9599,,0.009381535463035107,,,,,
11,,9649,,0.008103822357952595,,,,,
11,,9699,,0.008650178089737892,,,,,
11,,9749,,0.009150325320661068,,,,,
11,,9799,,0.007892676629126072,,,,,
11,,9849,,0.007242767605930567,,,,,
11,,9899,,0.009665831923484802,,,,,
11,,9949,,0.008472071960568428,,,,,
11,,9999,,0.008313258178532124,,,,,
11,,10049,,0.008555371314287186,,,,,
11,,10099,,0.008932306431233883,,,,,
11,,10149,,0.009219067171216011,,,,,
11,,10199,,0.008687137626111507,,,,,
11,,10249,,0.008583879098296165,,,,,
11,,10299,,0.008772699162364006,,,,,
11,,10349,,0.009149343706667423,,,,,
11,,10379,,,0.008722682483494282,1.644279956817627,0.012060081586241722,1.5722129344940186,0.00574234314262867
11,,10379,0.008673129603266716,,,,,,
,2.036901389020564e-05,10380,,,,,,,
12,,10399,,0.008230566047132015,,,,,
12,,10449,,0.007903886958956718,,,,,
12,,10499,,0.008553186431527138,,,,,
12,,10549,,0.008789465762674809,,,,,
12,,10599,,0.0088058952242136,,,,,
12,,10649,,0.008855405263602734,,,,,
12,,10699,,0.009158414788544178,,,,,
12,,10749,,0.009237983264029026,,,,,
12,,10799,,0.008416173979640007,,,,,
12,,10849,,0.009696167893707752,,,,,
12,,10899,,0.008554406464099884,,,,,
12,,10949,,0.008141353726387024,,,,,
12,,10999,,0.008026659488677979,,,,,
12,,11049,,0.008908683434128761,,,,,
12,,11099,,0.008603041991591454,,,,,
12,,11149,,0.008075770922005177,,,,,
12,,11199,,0.008371656760573387,,,,,
12,,11244,,,0.008777988143265247,1.6907802820205688,0.012124774046242237,1.5648140907287598,0.005755547434091568
12,,11244,0.008666534908115864,,,,,,
,2.036901389020564e-05,11245,,,,,,,
13,,11249,,0.00907902978360653,,,,,
13,,11299,,0.008289927616715431,,,,,
13,,11349,,0.009454530663788319,,,,,
13,,11399,,0.008155833929777145,,,,,
13,,11449,,0.00788719393312931,,,,,
13,,11499,,0.008578437380492687,,,,,
13,,11549,,0.009085877798497677,,,,,
13,,11599,,0.008841929957270622,,,,,
13,,11649,,0.008231318555772305,,,,,
13,,11699,,0.009205067530274391,,,,,
13,,11749,,0.008206130936741829,,,,,
13,,11799,,0.009403800591826439,,,,,
13,,11849,,0.008543179370462894,,,,,
13,,11899,,0.008084656670689583,,,,,
13,,11949,,0.00804697535932064,,,,,
13,,11999,,0.00972223561257124,,,,,
13,,12049,,0.00851883739233017,,,,,
13,,12099,,0.008419620804488659,,,,,
13,,12109,,,0.008809834718704224,1.7299009561538696,0.01213811058551073,1.5672240257263184,0.0057626646012067795
13,,12109,0.008658334612846375,,,,,,
